Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,1.48,Creatron Technologies Private Limited,Creatron Technologies Private LimitedPrivate,--,,Private,Permitting,West Bengal,Creatron Ripe Green Energy Salt Lake Pvt. Ltd.,biogas
Contact,--,3.32,Crystal Gas Private Limited,Crystal Gas Private LimitedPrivate,--,,Private,Under Construction,Tamil Nadu,Sholinganallur II,biogas
Contact,--,0.02,D W & S Division Deoghar,D W & S Division DeogharPSU,--,,PSU,Under Construction,Jharkhand,Community Gobar Gas Plant,biogas
Contact,--,0.02,D W & S Divison Tenughat,D W & S Divison TenughatPSU,--,,PSU,Under Construction,Jharkhand,Community Boi-Gas Plant Bundu Block Peterwar,biogas
Contact,--,7.11,DCM SHRIRAM LIMITED,DCM SHRIRAM LIMITEDPrivate,--,,Private,Under Construction,Uttar Pradesh,"DCM Shriram Limited, Compressed Bio Gas Unit, Village Ajbapur, Post Mullapur, Dist Lakhimpur Kheri,",biogas
Contact,--,7.11,DCM Shriram Limited,DCM Shriram LimitedPrivate,--,,Private,Permitting,Uttar Pradesh,12 TPD Compressed BioGas Project,biogas
Contact,--,21.33,DECCAN SUGAR PRIVATE LIMITED,DECCAN SUGAR PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Maharashtra,DECCAN SUGAR PRIVATE LIMITED,biogas
Contact,--,1.78,DEGLOOR GREEN ENERGY PRIVATE LIMITED,DEGLOOR GREEN ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Maharashtra,DEGLOOR GREEN ENERGY PRIVATE LIMITED,biogas
Contact,--,5.69,DEGNA BIOENERGY PRIVATE LIMITED,DEGNA BIOENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Uttar Pradesh,DEGNA BIOENERGY PRIVATE LIMITED,biogas
Contact,--,5.93,DEMETER AGRO ENERGIES PRIVATE LIMITED,DEMETER AGRO ENERGIES PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Haryana,DEMETER AGRO ENERGIES PRIVATE LIMITED,biogas
Contact,--,1.78,DEOGHAR CLEAN FUEL PRIVATE LIMITED,DEOGHAR CLEAN FUEL PRIVATE LIMITEDPSU,--,,PSU,Under Construction,Jharkhand,DEOGHAR CLEAN FUELS PRIVATE LIMITED,biogas
Contact,--,2.96,DEVNICS LLP,DEVNICS LLPPrivate,--,,Private,Under Construction,Haryana,DEVNICS LLP,biogas
Contact,--,8.89,DHANPATI AGRO ENERGY PRIVATE LIMITED,DHANPATI AGRO ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Uttar Pradesh,DHANPATI AGRO ENERGY PRIVATE LIMITED,biogas
Contact,--,1.78,DHANUNSHI BIO ENERGY OPC PRIVATE LIMITED,DHANUNSHI BIO ENERGY OPC PRIVATE LIMITEDPrivate,--,,Private,Permitting,Andhra Pradesh,BIOGAS /CBG/BIO CNG,biogas
Contact,--,2.96,DILESWARI TANISHA CBG INDUSTRY,DILESWARI TANISHA CBG INDUSTRYPrivate,--,,Private,Permitting,Odisha,DILESWARI TANISHA CBG INDUSTRY,biogas
Contact,--,0.04,DISTRICT WATER AND SANITATION COMMITTEE KAIMUR,DISTRICT WATER AND SANITATION COMMITTEE KAIMURPSU,--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.06,DISTRICT WATER AND SANITATION COMMITTEE MUNGER,DISTRICT WATER AND SANITATION COMMITTEE MUNGERPSU,--,,PSU,Under Construction,Bihar,COMMUNITY BIO-GAS PLANT,biogas
Contact,--,5.93,DIVYA GREEN ENERGY,DIVYA GREEN ENERGYPrivate,--,,Private,Permitting,Maharashtra,DIVYA GREEN ENERGY,biogas
Contact,--,0.03,DPRO OFFICE,DPRO OFFICEPSU,--,,PSU,Under Construction,Uttar Pradesh,Kandhani Bio Gas Plant,biogas
Contact,--,0.3,DRDA Fatehabad,DRDA FatehabadPSU,--,,PSU,Under Construction,Haryana,Kajalheri Gobardhan Plant,biogas
Contact,--,0.03,DWSD Dhanbad 1,DWSD Dhanbad 1PSU,--,,PSU,Under Construction,Jharkhand,Banda East Gobardhan,biogas
Contact,--,0.02,DWSD Dumka 02,DWSD Dumka 02PSU,--,,PSU,Under Construction,Jharkhand,GOBARDHAN SCHEME JARMUNDI BALTHAR,biogas
Contact,--,0.02,DWSD JAMTARA,DWSD JAMTARAPSU,--,,PSU,Under Construction,Jharkhand,COMMUNITY GOBAR GAS PLANTS,biogas
Contact,--,0.04,DWSD MADHUPUR,DWSD MADHUPURPSU,--,,PSU,Under Construction,Jharkhand,BIOGAS PLANT FATHEPUR KACHUWASOLI PALOJORI,biogas
Contact,--,0.02,DWSD Ramgarh,DWSD RamgarhPSU,--,,PSU,Under Construction,Jharkhand,Gobardhan Plant,biogas
Contact,--,0.04,Dakshin Dinajpur Zilla Parishad,Dakshin Dinajpur Zilla ParishadPSU,--,,PSU,Under Construction,West Bengal,Uttar Benail GOBAR-dhan Plant,biogas
Contact,--,2.96,Danishri Agritech Solution Private Limited,Danishri Agritech Solution Private LimitedPrivate,--,,Private,Permitting,Madhya Pradesh,Danishri Agritech Solution Private Limited,biogas
Contact,--,0.03,"Department of Rural Sanitation,J&K","Department of Rural Sanitation,J&KPrivate",--,,Private,Under Construction,Jammu & Kashmir,Gobardhan Plant at Inderwal 35m3,biogas
Contact,--,0.02,"Department of Rural Sanitation,J&K","Department of Rural Sanitation,J&KPrivate",--,,Private,Under Construction,Jammu & Kashmir,Gobardhan Plant at Poouni 25m3,biogas
Contact,--,0.04,"Department of Rural Sanitation,J&K","Department of Rural Sanitation,J&KPrivate",--,,Private,Under Construction,Jammu & Kashmir,Gobardhan Plant at Mahanpur 60m3,biogas
Contact,--,0.3,Development and Panchayat Department,Development and Panchayat DepartmentPSU,--,,PSU,Under Construction,Haryana,Choutala,biogas
Contact,--,11.85,Devsristi Energy Private Limited,Devsristi Energy Private LimitedPrivate,--,,Private,Permitting,Telangana,Devsristi Energy Private Limited,biogas
Contact,--,2.96,Dhanprada Energy Farms private limited,Dhanprada Energy Farms private limitedPrivate,--,,Private,Under Construction,Uttar Pradesh,Dhanprada Energy farms sheshwan budaun,biogas
Contact,--,2.96,Dharane Bio Fuel Private Limited,Dharane Bio Fuel Private LimitedPrivate,--,,Private,Permitting,Maharashtra,DHARANE BIO FUEL PRIVATE LIMITED,biogas
Contact,--,19.56,Dharma Sales Corporation,Dharma Sales CorporationPSU,--,,PSU,Permitting,Haryana,Dharma Bio CNG Plant,biogas
Contact,--,0.06,District Project Management Unit Swajal Project Dehradun,District Project Management Unit Swajal Project DehradunPSU,--,,PSU,Under Construction,Uttarakhand,Gobardhan Plant Badkot,biogas
Contact,--,0.06,"District Water & Sanitation Committee, Purnia","District Water & Sanitation Committee, PurniaPSU",--,,PSU,Under Construction,Bihar,Community Bio Gas Plant,biogas
Contact,--,0.02,District Water & Sanitation Mission Division 01 Dumka,District Water & Sanitation Mission Division 01 DumkaPSU,--,,PSU,Under Construction,Jharkhand,GOBARDHAN SCHEME GOVINDPUR RANIEHSWAR DUMKA 01,biogas
Contact,--,0.01,District Water and Sanitation Committee,District Water and Sanitation CommitteePSU,--,,PSU,Under Construction,Jharkhand,GANDHARIYA BIOGAS PLANT CHATRA,biogas
Contact,--,0.06,District Water and Sanitation Committee,District Water and Sanitation CommitteePSU,--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.04,District Water and Sanitation Committee Bhojpur,District Water and Sanitation Committee BhojpurPSU,--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.06,"District Water and Sanitation Committee, Araria","District Water and Sanitation Committee, ArariaPSU",--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.06,"District Water and Sanitation Committee, Arwal","District Water and Sanitation Committee, ArwalPSU",--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.06,"District Water and Sanitation Committee, Sheohar","District Water and Sanitation Committee, SheoharPSU",--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.04,"District Water and Sanitation Committee, Siwan","District Water and Sanitation Committee, SiwanPSU",--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.03,"District Water and Sanitation Committee, West Champaran","District Water and Sanitation Committee, West ChamparanPSU",--,,PSU,Under Construction,Bihar,Community Biogas Plant,biogas
Contact,--,0.05,District Water and Sanitation Committee-Madhubani,District Water and Sanitation Committee-MadhubaniPSU,--,,PSU,Under Construction,Bihar,Community Bio Gas Plant,biogas
Contact,--,0.06,District water & sanitation committe Lakhisarai,District water & sanitation committe LakhisaraiPSU,--,,PSU,Under Construction,Bihar,Community Bio gas Plant,biogas
Contact,--,0.04,"Drinking Water & Sanitation Division No-2, Dhanbad","Drinking Water & Sanitation Division No-2, DhanbadPSU",--,,PSU,Under Construction,Jharkhand,Gobardhan Bio Gas Platn,biogas
Contact,--,0.01,Drinking Water and Sanitation Committee Saraikela Kharsawan,Drinking Water and Sanitation Committee Saraikela KharsawanPSU,--,,PSU,Under Construction,Jharkhand,RAMGARH GOBARDHAN YOJANA KHARSAWAN,biogas
Contact,--,0.06,Drinking Water and Sanitation Department PAKUR,Drinking Water and Sanitation Department PAKURPSU,--,,PSU,Under Construction,Jharkhand,Gobardhan Biogas Plant Saraidhela (PAKUR),biogas
Contact,--,5.04,"Dwarkadhish Sakhar Karkhana Ltd,","Dwarkadhish Sakhar Karkhana Ltd,Private",--,,Private,Permitting,Maharashtra,Dwarkadhish Sakhar Karkhana Ltd,biogas
Contact,--,0.24,Dynamic Alloys,Dynamic AlloysPrivate,--,,Private,Permitting,Tamil Nadu,DYNAMIC ENERGY SUPPLY,biogas
Contact,--,2.07,EARTHSHASTRA ECOTECH PRIVATE LIMITED,EARTHSHASTRA ECOTECH PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,EARTHSHASTRA,biogas
Contact,--,1.78,ENERGON LOGISTICS PRIVATE LIMITED,ENERGON LOGISTICS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Telangana,AMBERPET -HYDERABAD,biogas
Contact,--,1.19,ENERGON LOGISTICS PRIVATE LIMITED,ENERGON LOGISTICS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Telangana,NAGOLE -HYDERDABAD,biogas
Contact,--,8.89,ESG Green Fuels Pvt. Ltd.,ESG Green Fuels Pvt. Ltd.Private,--,,Private,Permitting,Maharashtra,ESG GREEN FUELS PVT.LTD,biogas
Contact,--,0.03,EWS Greentech Private Limited,EWS Greentech Private LimitedPrivate,--,,Private,Under Construction,Rajasthan,Compressed Biogas Plant (CBG),biogas
Contact,--,3.56,EcoSpark Green Solutions PVT Ltd,EcoSpark Green Solutions PVT LtdPrivate,--,,Private,Permitting,Punjab,Ecospark Bajhua Khurd,biogas
Contact,--,2.96,Ecotaras Sustainable Solutions Pvt Ltd,Ecotaras Sustainable Solutions Pvt LtdPrivate,--,,Private,Under Construction,Uttar Pradesh,Ecotaras Laharpur-Sitapur BioCNG 5000 kg,biogas
Contact,--,1.48,Elan Greentech Energies Ltd.,Elan Greentech Energies Ltd.Private,--,,Private,Permitting,Haryana,CBG Plant Sonipat,biogas
Contact,--,9.24,EmmDee BioGas Pvt. Ltd,EmmDee BioGas Pvt. LtdPrivate,--,,Private,Permitting,Punjab,EmmDee BioGas Pvt Ltd,biogas
Contact,--,6.28,Energim Sustainable Solutions Southmaharashtra Pvt Ltd,Energim Sustainable Solutions Southmaharashtra Pvt LtdPrivate,--,,Private,Under Construction,Maharashtra,ENERGIM SUSTAINABLE SOLUTIONS SOUTHMAHARASHTRA PVT LTD,biogas
Contact,--,5.93,Enernxt Private Ltd.,Enernxt Private Ltd.Private,--,,Private,Under Construction,Punjab,Enernxt Private Limited,biogas
Contact,--,5.93,Enfinity Global Clean Energy Private,Enfinity Global Clean Energy PrivatePrivate,--,,Private,Permitting,Uttar Pradesh,Enfinity Global Clean Energy Private,biogas
Contact,--,297.48,Environmentors Perpetuity Solutions & Services Private Limited,Environmentors Perpetuity Solutions & Services Private LimitedPrivate,--,,Private,Permitting,Uttarakhand,Aadishali Waste to Value-02,biogas
Contact,--,2.96,Esbee Power Solutions Pvt Ltd,Esbee Power Solutions Pvt LtdPrivate,--,,Private,Permitting,Maharashtra,ESBEE POWER SOLUTIONS PVT LTD,biogas
Contact,--,2.96,Ethan Natural Biofuel Pvt. Ltd.,Ethan Natural Biofuel Pvt. Ltd.Private,--,,Private,Permitting,Madhya Pradesh,Ethan Natural Biofuel Pvt. Ltd.,biogas
Contact,--,8.89,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Permitting,Uttar Pradesh,Unique One RNG Private Limited (Meerut),biogas
Contact,--,5.93,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Under Construction,Uttar Pradesh,GORAKHPUR RNG PRIVATE LIMITED,biogas
Contact,--,6.16,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Under Construction,Uttar Pradesh,PRAYAGRAJ RNG PRIVATE LIMITED,biogas
Contact,--,5.93,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Under Construction,Uttar Pradesh,GHAZIABAD RNG PRIVATE LIMITED,biogas
Contact,--,11.85,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Permitting,Punjab,TARNTARAN RNG PRIVATE LIMITED,biogas
Contact,--,11.85,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Permitting,Punjab,KAPURTHALA RNG PRIVATE LIMITED,biogas
Contact,--,6.1,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Under Construction,Uttar Pradesh,LUCKNOW RNG PRIVATE LIMITED,biogas
Contact,--,11.85,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Permitting,Punjab,RAMPURA RNG PRIVATE LIMITED,biogas
Contact,--,11.85,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Permitting,Punjab,BARNALA RNG PRIVATE LIMITED,biogas
Contact,--,6.1,EverEnviro Resource Management Private Limited,EverEnviro Resource Management Private LimitedPrivate,--,,Private,Under Construction,Uttar Pradesh,NOIDA RNG PRIVATE LIMITED,biogas
Contact,--,0.03,Executive Engineer Panchayati Raj,Executive Engineer Panchayati RajPrivate,--,,Private,Permitting,Haryana,Gobardhan Biogas Plant,biogas
Contact,--,3.56,FARMPAX BIOENERGY LLP,FARMPAX BIOENERGY LLPPrivate,--,,Private,Permitting,Uttar Pradesh,FARMPAX BIOENERGY LLP,biogas
Contact,--,8.89,FATEHABAD CNG LLP,FATEHABAD CNG LLPPrivate,--,,Private,Under Construction,Haryana,FATEHABAD CNG LLP,biogas
Contact,--,8.89,FATEHABAD RENGAS LLP,FATEHABAD RENGAS LLPPrivate,--,,Private,Under Construction,Haryana,FATEHABAD RENGAS LLP,biogas
Contact,--,2.96,FUTURE & UDAY FUELS,FUTURE & UDAY FUELSPrivate,--,,Private,Permitting,Arunachal Pradesh,FUTURE & UDAY FUELS,biogas
Contact,--,2.96,Future Fuels Group,Future Fuels GroupPrivate,--,,Private,Permitting,Odisha,FUTURE FUELS GROUP,biogas
Contact,--,1.48,GADADE BIOFUEL PRIVATE LIMITED,GADADE BIOFUEL PRIVATE LIMITEDPrivate,--,,Private,Permitting,Maharashtra,2.5 TPD CBG plant at Parbhani,biogas
Contact,--,77.04,GADIGUDAAGRO FARMER PRODUCER COMPANY LTD,GADIGUDAAGRO FARMER PRODUCER COMPANY LTDPrivate,--,,Private,Permitting,Telangana,GADIGUDAAGROBIOGASFARMER PRODUCER COMPANY LIMITED,biogas
Contact,--,2.21,GAIA NEO ENERGY PRIVATE LIMITED,GAIA NEO ENERGY PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Punjab,GAIA NEO ENERGY PRIVATE LIMITED,biogas
Contact,--,2.96,GAIL INDIA LIMITED,GAIL INDIA LIMITEDPSU,--,,PSU,Under Construction,Jharkhand,COMPRESSED BIOGAS PLANT,biogas
Contact,--,2962.96,GDBIOGAS PVT LTD,GDBIOGAS PVT LTDPrivate,--,,Private,Permitting,Maharashtra,GDBIOGAS PVT LTD,biogas
Contact,--,2.96,GHANISHTASHISH WELFARE FOUNDATION,GHANISHTASHISH WELFARE FOUNDATIONPrivate,--,,Private,Permitting,Madhya Pradesh,GHANISHTASHISH WELFARE FOUNDATION,biogas
Contact,--,1.42,GIRISHA BIO ENERGY PRIVATE LIMITED,GIRISHA BIO ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Haryana,Compressed Biogas and Biomass Pellets Plant,biogas
Contact,--,2.96,GJSNS WELFARE FOUNDATION,GJSNS WELFARE FOUNDATIONPrivate,--,,Private,Permitting,Madhya Pradesh,ATSG BIO CNG AND BIO FERTILIZER PVT.LTD,biogas
Contact,--,1.78,GLOBAL CLEANFUELS PRIVATE LIMITED,GLOBAL CLEANFUELS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Gujarat,GLOBAL CLEANFUELS PRIVATE LIMITED,biogas
Contact,--,1.19,GO FUTURE FUEL LLP,GO FUTURE FUEL LLPPrivate,--,,Private,Permitting,Madhya Pradesh,GO FUTURE FUEL,biogas
Contact,--,5.93,GOALWIN INDIA PRIVATE LIMITED,GOALWIN INDIA PRIVATE LIMITEDPrivate,--,,Private,Permitting,Tamil Nadu,GOALWIN INDIA PRIVATE LIMITED,biogas
Contact,--,2.96,GOBLU India Pvt. Ltd.,GOBLU India Pvt. Ltd.Private,--,,Private,Permitting,Maharashtra,5 TPD CBG Plant,biogas
Contact,--,0.06,GRAM PANCHAYAT TATARPUR,GRAM PANCHAYAT TATARPURPrivate,--,,Private,Permitting,Rajasthan,"Bio Gas Plant 85cum Shri Kishanlal Shastri Dharmarth Gaushala Tatarpur, Gram panchayat Tatarpur (Alw",biogas
Contact,--,2.37,GREATER CHENNAI CORPORATION,GREATER CHENNAI CORPORATIONPSU,--,,PSU,Under Construction,Tamil Nadu,100 MT Bio-CNG plant-II Madavaram,biogas
Contact,--,7.11,GREEN COSMIC BIO FUELS PRIVATE LIMITED,GREEN COSMIC BIO FUELS PRIVATE LIMITEDPrivate,--,,Private,Permitting,Telangana,GREEN COSMIC BIO FUELS PRIVATE LIMITED,biogas
Contact,--,1.48,GSPAAM GAS PRIVATE LIMITED,GSPAAM GAS PRIVATE LIMITEDPrivate,--,,Private,Permitting,Madhya Pradesh,GSPAAM GAS PRIVATE LIMITED,biogas
Contact,--,7.11,GSR BIO ENERGY PRIVATE LIMITED,GSR BIO ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Telangana,GSR BIO ENERGY PRIVATE LIMITED,biogas
Contact,--,5.93,GULMIRE SANITARY WARE,GULMIRE SANITARY WAREPrivate,--,,Private,Under Construction,Maharashtra,Gulmire sanitary ware,biogas
Contact,--,3.56,Gangaa Oorja LLP,Gangaa Oorja LLPPrivate,--,,Private,Permitting,Gujarat,GANGAA OORJA LLP,biogas
Contact,--,3.56,Gati vivaan Biomass energia llp,Gati vivaan Biomass energia llpPrivate,--,,Private,Permitting,Uttar Pradesh,GATI VIVAAN BIOMASS ENERGIA LLP,biogas
Contact,--,5.93,Godavari Biorefineries Limited,Godavari Biorefineries LimitedPrivate,--,,Private,Permitting,Karnataka,Bio-CNG Plant,biogas
Contact,--,2.96,Gopal Enterprise,Gopal EnterprisePrivate,--,,Private,Permitting,West Bengal,Gopal Enterprise,biogas
Contact,--,0.3,Gram Panchayat,Gram PanchayatPSU,--,,PSU,Under Construction,Haryana,Gram Panchayat Paju Kalan,biogas
Contact,--,3.05,Grass2gas Biofuels LLP,Grass2gas Biofuels LLPPrivate,--,,Private,Under Construction,Punjab,"G2G Zira Road (Khosa Kotla, Dharamkot)",biogas
Contact,--,11.85,Greater Warangal Municipal Corporation,Greater Warangal Municipal CorporationPSU,--,,PSU,Permitting,Telangana,Compressed Bio Gas plant,biogas
Contact,--,5.93,Green House Bio Energy Pvt Ltd,Green House Bio Energy Pvt LtdPrivate,--,,Private,Under Construction,Uttar Pradesh,GREEN HOUSE BIO CNG PLANT,biogas
Contact,--,5.93,Green Life Energy,Green Life EnergyPrivate,--,,Private,Permitting,Bihar,M/S GREEN LIFE ENERGY,biogas
Contact,--,0.36,Green Nature Care Gas Pvt Ltd,Green Nature Care Gas Pvt LtdPrivate,--,,Private,Permitting,Uttar Pradesh,Compressed Bio CNG and Organic Fertilizer,biogas
Contact,--,1.42,GreenMech Renewable Fuels,GreenMech Renewable FuelsPrivate,--,,Private,Permitting,Uttar Pradesh,GreenMech Renewable Fuels,biogas
Contact,--,0.59,Greendot energy,Greendot energyPrivate,--,,Private,Permitting,Jammu & Kashmir,Greendot energy,biogas
Contact,--,5.93,Groweco Ventures LLP,Groweco Ventures LLPPrivate,--,,Private,Under Construction,Madhya Pradesh,Groweco Ventures LLP,biogas
Contact,--,5.93,Gulmire Sanitary Ware,Gulmire Sanitary WarePrivate,--,,Private,Permitting,Maharashtra,Gulmire Sanitary Ware,biogas
Contact,--,2.37,Guntur Municipal Corporation,Guntur Municipal CorporationPSU,--,,PSU,Permitting,Andhra Pradesh,Guntur Municipal Corporation Compressed CNG unit,biogas
Contact,--,5.93,HARIHAR MAHANTA ASSOCIATES,HARIHAR MAHANTA ASSOCIATESPrivate,--,,Private,Under Construction,Odisha,Harihar Mahanta Associates,biogas
Contact,--,2.96,HELPING HANDS WELFARE SOCIETY,HELPING HANDS WELFARE SOCIETYPrivate,--,,Private,Permitting,Uttar Pradesh,BHARAT BIO GAS,biogas
Contact,--,1.19,HEMS Corporation,HEMS CorporationPrivate,--,,Private,Permitting,Chhattisgarh,korba CBG Plant,biogas
Contact,--,2.25,HETERO RENEWABLE ENERGY PRIVATE LIMITED,HETERO RENEWABLE ENERGY PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Telangana,Bio CNG,biogas
Contact,--,1.48,HIGHLINK INVESTMENT PRIVATE LIMITED,HIGHLINK INVESTMENT PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,HIGHLINK INVESTMENT PRIVATE LIMITED,biogas
Contact,--,2.96,HINDUSTAN LUBRICANTS,HINDUSTAN LUBRICANTSPrivate,--,,Private,Permitting,Rajasthan,NAHAR POWER,biogas
Contact,--,1.19,HIRA BIO FUEL,HIRA BIO FUELPrivate,--,,Private,Permitting,Maharashtra,HIRA BIO FUEL,biogas
Contact,--,0.07,HK GLOBAL ENTERPRISES,HK GLOBAL ENTERPRISESPrivate,--,,Private,Permitting,Karnataka,HK GLOBAL ENTERPRISE VERMICOMPOST ORGANIC MANURE MANUFACTURERS,biogas
Contact,--,5.93,HOPETOWN DEVELOPERS,HOPETOWN DEVELOPERSPrivate,--,,Private,Under Construction,Uttar Pradesh,HOPETOWN COMPRESSED BIO GAS PLANT,biogas
Contact,--,8.77,HURANI AGRO AND ENERGY PRIVATE LIMITED,HURANI AGRO AND ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,Hurani Agro and Energy Private Limited,biogas
Contact,--,0.04,Habra-II Panchayat Samity,Habra-II Panchayat SamityPSU,--,,PSU,Under Construction,West Bengal,Tajpur Bio-Gas Plant,biogas
Contact,--,1.54,Harsh Agro-Industry,Harsh Agro-IndustryPrivate,--,,Private,Permitting,Chhattisgarh,CBG,biogas
Contact,--,0.15,Herambh Electricals And Automation,Herambh Electricals And AutomationPrivate,--,,Private,Permitting,Maharashtra,Herambh Ecoenergy,biogas
Contact,--,0.04,Heria Co-operative Society,Heria Co-operative SocietyPrivate,--,,Private,Under Construction,West Bengal,Krishnanagar Bio Gas Plant,biogas
Contact,--,1.19,High Rise Energies,High Rise EnergiesPrivate,--,,Private,Permitting,Andhra Pradesh,Highrise CBG Plant,biogas
Contact,--,8.89,Hisar Biogas Pvt. Ltd.,Hisar Biogas Pvt. Ltd.Private,--,,Private,Under Construction,Haryana,Hisar Biogas Pvt. Ltd.,biogas
Contact,--,19.56,Hrithik pvt. Ltd.,Hrithik pvt. Ltd.Private,--,,Private,Permitting,Bihar,Hrithik Pvt.Ltd,biogas
Contact,--,0.05,IKARSHAK FARMS,IKARSHAK FARMSPrivate,--,,Private,Under Construction,Telangana,Blue leo by bia green pvt ltd,biogas
Contact,--,5.93,IMPACT INDIA ESHOPPY LLP,IMPACT INDIA ESHOPPY LLPPrivate,--,,Private,Permitting,Maharashtra,IMPACT INDIA ESHOPPY LLP,biogas
Contact,--,3.56,IMPERIAL BIO SYNERGY PRIVATE LIMITED,IMPERIAL BIO SYNERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,IMPERIAL BIO SYNERGY PRIVATE LIMITED,biogas
